Date,Symbol,Adj Close,Close,High,Low,Open,Volume
1/4/2010,MMM,44.01673126,69.41471863,69.77424622,69.12207031,69.47324371,3640265
1/5/2010,MMM,43.74102783,68.97993469,69.59030151,68.31103516,69.2307663,3405012
1/6/2010,MMM,44.3613472,69.95819092,70.73578644,69.82441711,70.13378143,6301126
1/7/2010,MMM,44.39318466,70.00836182,70.03344727,68.66220856,69.66555023,5346240
1/8/2010,MMM,44.70598602,70.50167084,70.50167084,69.6488266,69.97491455,4073337
1/11/2010,MMM,44.52571869,70.21739197,70.73578644,69.74080658,70.55184174,3500812
1/12/2010,MMM,44.56282043,70.27591705,70.38461304,69.6488266,69.8829422,3626033
1/13/2010,MMM,44.41967392,70.05016327,70.32608795,69.56521606,70.32608795,3709992
1/14/2010,MMM,44.27121353,69.8160553,70.17558289,69.74916077,70.01672363,3150384
1/15/2010,MMM,44.20228958,69.70735931,70.30936432,69.28929901,69.83277893,4730180
1/19/2010,MMM,45.13013458,71.17057037,71.21237183,69.8160553,70.08361053,5382478
1/20/2010,MMM,44.91804123,70.83612061,71.17893219,69.89130402,70.92809296,4390755
1/21/2010,MMM,43.84706879,69.14715576,70.73578644,69.03845978,70.73578644,5720707
1/22/2010,MMM,43.20024109,68.12709045,69.25585175,67.97658539,68.89632416,5751564
1/25/2010,MMM,43.38579559,68.41973114,69.30602264,68.12709045,68.83779144,4050374
1/26/2010,MMM,43.27977753,68.25251007,69.17224121,67.75919342,68.11036682,3753048
1/27/2010,MMM,43.63497925,68.81270599,69.26421356,67.7341156,68.00167084,6060012
1/28/2010,MMM,42.8131752,67.51672363,69.09699249,66.14548492,69.08026886,8157557
1/29/2010,MMM,42.6753273,67.29933167,68.46154022,67.04013062,68.01839447,5199012
2/1/2010,MMM,42.6488266,67.25752258,67.63378143,66.83946228,67.59197235,4344709
2/2/2010,MMM,42.64351654,67.24916077,67.67558289,66.63879395,67.47491455,5609240
2/3/2010,MMM,43.21083832,68.14381409,68.29431152,66.74748993,66.74748993,4067955
2/4/2010,MMM,41.99668121,66.22909546,67.83444977,65.91136932,67.83444977,6353870
2/5/2010,MMM,41.64146042,65.66889954,66.47157288,64.59866333,66.18729401,6467968
2/8/2010,MMM,41.10596466,64.82441711,65.61872864,64.59030151,65.61872864,5271131
2/9/2010,MMM,41.73689651,65.81939697,66.39632416,65.13378143,65.45150757,5085990
2/10/2010,MMM,41.68387985,65.73578644,66.29598999,65.21739197,65.8862915,2924459
2/11/2010,MMM,42.55870056,67.11538696,67.21572113,65.91973114,66.23745728,6607302
2/12/2010,MMM,41.98077774,66.20401001,66.24581909,65.27591705,66.17057037,6509828
2/16/2010,MMM,42.66472626,67.28260803,67.42475128,66.33779144,66.95652008,4328444
2/17/2010,MMM,42.76878738,67.00669098,67.46655273,66.67224121,67.24080658,3701859
2/18/2010,MMM,43.28645706,67.81772614,67.87625122,66.93979645,66.93979645,3232070
2/19/2010,MMM,43.50526428,68.16053772,68.34448242,67.39966583,67.84281158,3848608
2/22/2010,MMM,43.05697632,67.45819092,68.36120605,67.34949493,68.31939697,3618378
2/23/2010,MMM,42.5393219,66.64715576,67.8010025,66.6137085,67.23244476,4762352
2/24/2010,MMM,42.73143387,66.94815826,67.39130402,66.47157288,66.88963318,4222717
2/25/2010,MMM,42.55533981,66.67224121,66.69732666,65.75251007,66.18729401,4911135
2/26/2010,MMM,42.77413559,67.0150528,67.16555023,66.13712311,66.67224121,3856382
3/1/2010,MMM,43.00361633,67.37458038,67.6839447,67.18227386,67.36621857,3043940
3/2/2010,MMM,43.29714966,67.83444977,68.04347992,67.37458038,67.50836182,4025258
3/3/2010,MMM,43.22776413,67.72575378,68.29431152,67.60869598,67.85953522,3411351
3/4/2010,MMM,43.23844147,67.74247742,68.02675629,67.36621857,67.90133667,3133879
3/5/2010,MMM,43.99624634,68.92976379,68.97993469,67.9180603,68.01839447,3758550
3/8/2010,MMM,43.39319611,67.9849472,69.00502014,67.9180603,68.91304016,4338968
3/9/2010,MMM,43.75608826,68.55351257,68.67057037,67.50836182,67.8511734,5082761
3/10/2010,MMM,43.52661896,68.19397736,68.61203766,67.93478394,68.49497986,4287182
3/11/2010,MMM,43.36652374,67.94314575,68.17726135,67.3160553,67.94314575,4841528
3/12/2010,MMM,43.43054581,68.04347992,68.28594971,67.65885925,68.20233917,3523296
3/15/2010,MMM,43.36652374,67.94314575,68.27759552,67.54180908,67.85953522,3136271
3/16/2010,MMM,43.57998657,68.27759552,68.27759552,67.33277893,67.94314575,5073671
3/17/2010,MMM,43.85749817,68.71237183,68.90467834,68.2692337,68.50334167,4771681
3/18/2010,MMM,44.652668,69.95819092,70.02508545,68.56187439,68.81270599,5907642
3/19/2010,MMM,43.74008179,68.52842712,70.2341156,68.1521759,68.52842712,8223935
3/22/2010,MMM,43.67604446,68.42809296,68.72909546,68.14381409,68.14381409,3895013
3/23/2010,MMM,43.9482193,68.85451508,68.90467834,67.85953522,68.64548492,4967108
3/24/2010,MMM,43.55329514,68.23578644,68.81270599,68.08528137,68.44481659,3710590
3/25/2010,MMM,43.19039917,67.66722107,68.77090454,67.59197235,68.57023621,5911230
3/26/2010,MMM,43.22776413,67.72575378,68.02675629,67.51672363,67.80936432,4563099
3/29/2010,MMM,43.41988373,68.02675629,68.30267334,67.75083923,67.92642212,3710710
3/30/2010,MMM,44.97820663,70.46822357,70.6521759,68.76254272,68.86287689,10410702
3/31/2010,MMM,44.59930801,69.87458038,70.61872864,69.69063568,70.27591705,5186693
4/1/2010,MMM,44.74874115,70.10869598,70.42642212,69.73244476,70.12541962,3547097
4/5/2010,MMM,44.93018723,70.39297485,70.63545227,69.8829422,70.4180603,3110557
4/6/2010,MMM,45.01557541,70.52675629,70.62709045,69.85785675,70.15050507,3837366
4/7/2010,MMM,44.64734268,69.94983673,70.76087189,69.56521606,70.32608795,5338346
4/8/2010,MMM,44.26842499,69.35618591,69.89966583,69.20568848,69.74080658,4494209
4/9/2010,MMM,44.55661774,69.80769348,69.95819092,69.22240448,69.37290955,3449144
4/12/2010,MMM,44.44453812,69.6321106,70.03344727,69.47324371,70.03344727,3140816
4/13/2010,MMM,44.79677582,70.1839447,70.43478394,69.13879395,69.43143463,5090176
4/14/2010,MMM,45.03691864,70.56020355,70.62709045,69.79933167,70.15885925,4343992
4/15/2010,MMM,45.3624649,71.07023621,71.07023621,70.17558289,70.3511734,5424458
4/16/2010,MMM,44.70070267,70.03344727,71.02842712,69.56521606,70.81939697,6389391
4/19/2010,MMM,44.77543259,70.15050507,70.34281158,69.5150528,69.90802765,4250823
4/20/2010,MMM,45.50656509,71.29598999,71.78093719,70.50167084,70.57691956,6859060
4/21/2010,MMM,45.73601913,71.65551758,71.78093719,71.12876129,71.43812561,5409388
4/22/2010,MMM,45.92282104,71.94815826,72.02341461,70.62709045,71.15384674,5534729
4/23/2010,MMM,46.20568466,72.39130402,72.81772614,71.8478241,72.05685425,4772758
4/26/2010,MMM,46.6646347,73.11036682,73.40300751,72.52508545,72.59197235,7521524
4/27/2010,MMM,46.94749069,73.55351257,75.45986938,73.3862915,75.1839447,13321885
4/28/2010,MMM,47.09157181,73.77926636,74.48160553,73.28594971,74.32273865,6853798
4/29/2010,MMM,47.67329025,74.69063568,75.25083923,74.1137085,74.36454773,6319903
4/30/2010,MMM,47.32104874,74.13879395,75,73.91304016,74.16387939,6293352
5/3/2010,MMM,47.92941666,75.09197235,75.25083923,74.09699249,74.57357788,5558290
5/4/2010,MMM,46.79271698,73.31103516,74.59866333,72.75083923,74.59866333,6525854
5/5/2010,MMM,46.21100235,72.39966583,72.92642212,71.97324371,72.77591705,5836480
5/6/2010,MMM,44.9568634,70.43478394,75.68561554,57.65886307,71.95652008,10950576
5/7/2010,MMM,44.09765244,69.08863068,70.49330902,67.94314575,69.94983673,10009085
5/10/2010,MMM,45.88014603,71.88127136,72.77591705,70.98662567,71.57190704,7500834
5/11/2010,MMM,45.38379669,71.10367584,71.88127136,70.96154022,71.22073364,5693917
5/12/2010,MMM,46.13095093,72.27424622,72.42475128,71.24581909,71.39632416,4103476
5/13/2010,MMM,45.67733765,71.56354523,72.74247742,71.42140198,71.95652008,3963903
5/14/2010,MMM,45.19168854,70.80267334,71.53009796,70.19230652,71.12039948,4949526
5/17/2010,MMM,45.19168854,70.80267334,71.18729401,69.41471863,70.96990204,3817273
5/18/2010,MMM,44.83946228,70.25083923,72.07357788,70.10869598,71.14548492,6243000
5/19/2010,MMM,44.32658386,69.01337433,69.68227386,68.52006531,69.68227386,7660619
5/20/2010,MMM,42.73696518,66.53845978,68.11872864,66.47157288,67.8678894,10468229
5/21/2010,MMM,43.33845139,67.47491455,67.53344727,65.33444977,65.56856537,7761681
5/24/2010,MMM,42.74236298,66.54682159,67.50836182,66.42140198,67.5,4336576
5/25/2010,MMM,42.67790222,66.44648743,66.51337433,64.64046478,65.80267334,6823419
5/26/2010,MMM,42.51678085,66.19564819,67.46655273,66.07859802,66.88963318,5646196
5/27/2010,MMM,43.73048782,68.08528137,68.16889954,66.92308044,67.23244476,5447660
5/28/2010,MMM,42.59199142,66.31270599,68.30267334,65.85284424,68.16889954,7753429
6/1/2010,MMM,41.92604828,65.27591705,66.78093719,65.19230652,65.81939697,5190879
6/2/2010,MMM,42.28588104,65.83612061,65.96154022,64.80769348,65.71906281,6905226
6/3/2010,MMM,42.07105637,65.50167084,66.68896484,64.9331131,66.29598999,9425556
6/4/2010,MMM,40.86810303,63.62876129,64.62374878,63.37792587,64.62374878,9750749
6/7/2010,MMM,40.13774109,62.49163818,64.26421356,62.44983292,63.67892838,7113569
6/8/2010,MMM,40.23441315,62.64213943,62.83444977,60.80267715,62.49163818,8646482
6/9/2010,MMM,40.16460419,62.53344345,63.62876129,62.29096985,63.10200882,5744508
6/10/2010,MMM,41.58236313,64.74080658,64.87458038,63.22742462,63.36120224,7420582
6/11/2010,MMM,42.04958344,65.46822357,65.54347992,64.06354523,64.09699249,5534729
6/14/2010,MMM,41.96366882,65.33444977,66.32942963,65.26755524,66.04515076,4319952
6/15/2010,MMM,42.83903122,66.69732666,66.77257538,65.83612061,66.12876129,3866907
6/16/2010,MMM,43.43512344,67.62541962,67.72575378,66.04515076,66.28762817,6410321
6/17/2010,MMM,43.51567841,67.75083923,68.0351181,66.80602264,68.01003265,4755774
6/18/2010,MMM,43.59624863,67.87625122,68.04347992,67.20735931,67.59197235,6285937
6/21/2010,MMM,43.75198364,68.11872864,69.397995,67.78427887,68.52842712,4860544
6/22/2010,MMM,42.97865677,66.91471863,68.45317841,66.78929901,68.31939697,3727693
6/23/2010,MMM,43.02698135,66.98996735,67.42475128,66.42976379,67.0819397,4266252
6/24/2010,MMM,41.98514175,65.3678894,66.75585175,65.10869598,66.7307663,5190760
6/25/2010,MMM,42.37181091,65.96990204,66.12876129,65.1170578,65.66053772,5190520
6/28/2010,MMM,42.41475677,66.03678894,66.66387939,65.45986938,66.01170349,3700424
6/29/2010,MMM,42.15161514,65.62709045,66.08695984,64.25585175,65.81939697,10220298
6/30/2010,MMM,42.4201355,66.04515076,67.07357788,65.39297485,65.39297485,8303708
7/1/2010,MMM,42.18383408,65.67726135,66.37123871,65.07524872,66.10367584,8146793
7/2/2010,MMM,41.71125412,64.94147491,66.05351257,64.41471863,65.8862915,4517172
7/6/2010,MMM,41.96366882,65.33444977,66.37123871,64.79933167,65.59364319,4798950
7/7/2010,MMM,43.24178696,67.32441711,67.37458038,65.15885925,65.58528137,5929648
7/8/2010,MMM,43.61772156,67.90969849,68.21906281,66.9648819,67.82608795,4755057
7/9/2010,MMM,44.12252045,68.69564819,68.77090454,67.81772614,67.81772614,3369610
7/12/2010,MMM,44.17622757,68.77926636,68.77926636,68.02675629,68.45317841,3835094
7/13/2010,MMM,44.86899948,69.85785675,70.71070099,69.26421356,69.26421356,6144330
7/14/2010,MMM,44.60048676,69.43979645,69.96655273,68.97157288,69.50669098,3724703
7/15/2010,MMM,44.60584259,69.44815826,69.54013062,68.16889954,69.54013062,5551832
7/16/2010,MMM,43.4727211,67.6839447,69.20568848,67.47491455,69.15551758,5145790
7/19/2010,MMM,43.61772156,67.90969849,68.18561554,66.95652008,68.12709045,3652823
7/20/2010,MMM,44.13863754,68.72073364,68.84615326,66.897995,67.29096985,3648757
7/21/2010,MMM,44.1977005,68.81270599,69.48996735,68.01003265,69.09699249,5971269
7/22/2010,MMM,45.51343536,70.86120605,71.18729401,70.10869598,70.84448242,8555227
7/23/2010,MMM,46.27601624,72.04849243,72.1321106,70.52675629,70.81939697,5452684
7/26/2010,MMM,46.89360809,73.01003265,73.13545227,71.81438446,72.32441711,5782062
7/27/2010,MMM,46.61433792,72.57524872,73.06856537,72.18227386,72.87625122,5075585
7/28/2010,MMM,46.55527496,72.48327637,72.74247742,72.09030151,72.27424622,3378222
7/29/2010,MMM,46.36732864,72.19063568,73.14381409,71.67224121,72.78427887,3999663
7/30/2010,MMM,45.93769073,71.52173615,72.1989975,70.95317841,71.48829651,5674542
8/2/2010,MMM,46.94192123,73.08528137,73.39464569,72.50836182,72.57524872,4352244
8/3/2010,MMM,46.83452988,72.9180603,73.20233917,72.47491455,72.72575378,3415178
8/4/2010,MMM,47.25877762,73.57859802,73.63712311,72.93478394,72.99330902,2658230
8/5/2010,MMM,47.10840988,73.34448242,73.51170349,72.71739197,73.00167084,3018226
8/6/2010,MMM,46.87749481,72.9849472,73.19397736,71.92308044,72.58361053,3230755
8/9/2010,MMM,47.27488708,73.60367584,73.89632416,73.08528137,73.35284424,3812130
8/10/2010,MMM,46.78082657,72.83444977,73.39464569,71.78093719,73.08528137,4355114
8/11/2010,MMM,45.16437531,70.31772614,71.897995,69.84114075,71.82273865,5388698
8/12/2010,MMM,45.11603165,70.24247742,70.76087189,69.53177643,69.6488266,4108619
8/13/2010,MMM,45.11603165,70.24247742,70.61036682,70.01672363,70.15050507,2486604
8/16/2010,MMM,44.80455399,69.75752258,70.20066833,68.83779144,69.67391205,2820646
8/17/2010,MMM,45.15897751,70.30936432,70.97826385,69.12207031,69.3478241,5232022
8/18/2010,MMM,45.18333054,69.90802765,70.2341156,68.90467834,70.05016327,3825884
8/19/2010,MMM,44.2105751,68.40300751,69.7658844,67.88461304,69.67391205,4735323
8/20/2010,MMM,43.58911514,67.44147491,68.09364319,66.98160553,67.72575378,5209058
8/23/2010,MMM,43.81609344,67.79264069,68.81270599,67.64214325,67.7341156,3879106
8/24/2010,MMM,43.47563171,67.2658844,67.72575378,66.44648743,67.05685425,5353176
8/25/2010,MMM,43.63776779,67.51672363,67.80936432,66.44648743,66.897995,4278212
8/26/2010,MMM,43.11355591,66.70568848,68.00167084,66.47157288,67.94314575,4278092
8/27/2010,MMM,43.77285767,67.72575378,67.8010025,66.22073364,66.98996735,4121296
8/30/2010,MMM,43.04330826,66.59699249,67.45819092,66.53845978,67.35785675,2880446
8/31/2010,MMM,42.4488678,65.67726135,67.05685425,65.55184174,66.52173615,5927376
9/1/2010,MMM,43.77825928,67.7341156,67.80936432,66.29598999,66.47993469,5390372
9/2/2010,MMM,44.24300003,68.45317841,68.46990204,67.58361053,68.09364319,2963449
9/3/2010,MMM,45.11305618,69.79933167,69.99163818,69.03009796,69.04682159,3515881
9/7/2010,MMM,44.38890839,68.67893219,69.71572113,68.57859802,69.59030151,3706643
9/8/2010,MMM,44.71857071,69.18896484,69.99163818,68.73745728,68.73745728,3333252
9/9/2010,MMM,44.83203888,69.36454773,70.3010025,68.96321106,70.16722107,2956153
9/10/2010,MMM,45.36166,70.1839447,70.29264069,69.10535431,69.28929901,2590895
9/13/2010,MMM,45.85883331,70.95317841,71.04515076,70.40969849,70.70233917,3424746
9/14/2010,MMM,45.73451996,70.76087189,71.07023621,70.25083923,70.80267334,3970122
9/15/2010,MMM,45.70750427,70.71906281,70.86120605,69.91638947,70.62709045,2602376
9/16/2010,MMM,45.90745926,71.02842712,71.07023621,70.1839447,70.25083923,2908433
9/17/2010,MMM,46.5127182,71.9648819,72.04849243,71.14548492,71.35451508,7136652
9/20/2010,MMM,47.23683548,73.08528137,73.2692337,71.95652008,72.12374878,4374848
9/21/2010,MMM,46.77210236,72.36621857,73.26087189,71.95652008,72.44983673,4401519
9/22/2010,MMM,46.81534195,72.4331131,72.87625122,72.0150528,72.3829422,2957708
9/23/2010,MMM,46.22088623,71.51337433,72.53344727,71.36287689,71.78929901,2384824
9/24/2010,MMM,46.99367142,72.70903015,73.13545227,71.7307663,72.24916077,4090798
9/27/2010,MMM,46.57755661,72.06521606,72.83444977,71.9648819,72.62541962,2983661
9/28/2010,MMM,47.0369072,72.77591705,73.01003265,71.43812561,72.44983673,3088790
9/29/2010,MMM,47.10715485,72.88461304,73.28594971,72.17391205,72.45819092,3487177
9/30/2010,MMM,46.85855484,72.5,73.57859802,72.0819397,73.39464569,4347101
10/1/2010,MMM,47.35032654,73.26087189,73.48662567,72.65885925,73.06020355,3828276
10/4/2010,MMM,46.85316086,72.49163818,73.35284424,71.99832916,72.9849472,2734415
10/5/2010,MMM,48.0204277,74.29766083,74.41471863,73.00167084,73.00167084,5516191
10/6/2010,MMM,48.57705307,75.15885925,75.16722107,74.13043213,74.13043213,4948330
10/7/2010,MMM,48.04206085,74.33110046,75.1839447,73.94648743,75.13378143,3972992
10/8/2010,MMM,48.1825676,74.54849243,75.10033417,73.93812561,75.10033417,2708222
10/11/2010,MMM,47.69079208,73.78762817,74.83277893,73.55351257,74.8160553,3116656
10/12/2010,MMM,47.63673401,73.70401001,74.03009796,72.55852509,73.51170349,2991674
10/13/2010,MMM,48.17174149,74.53177643,75.02508545,73.68729401,73.68729401,3803160
10/14/2010,MMM,48.13391876,74.47324371,74.6321106,73.87960052,74.54013062,2767185
10/15/2010,MMM,48.17174149,74.53177643,75.15885925,73.88796234,75.04180908,3704132
10/18/2010,MMM,48.45277405,74.96655273,75.1839447,74.15551758,74.48996735,3219632
10/19/2010,MMM,47.85292053,74.03845978,74.38127136,73.16889954,74.20568848,4650168
10/20/2010,MMM,48.35010529,74.80769348,75.20903015,74.08026886,74.18896484,3372002
10/21/2010,MMM,48.93371201,75.71070099,76.00334167,75.01672363,75.14214325,6738025
10/22/2010,MMM,48.87426758,75.61872864,75.77759552,75.26755524,75.62709045,2763717
10/25/2010,MMM,49.12285614,76.00334167,76.49665833,75.77759552,75.77759552,3818708
10/26/2010,MMM,48.89048004,75.64381409,76.07023621,75.3678894,75.81939697,2712767
10/27/2010,MMM,48.83647156,75.56020355,75.69397736,74.04682159,75.24247742,4064606
10/28/2010,MMM,45.97230911,71.12876129,73.57859802,70.0668869,73.42809296,19408808
10/29/2010,MMM,45.51294708,70.4180603,71.24581909,70.29264069,71.07859802,7277899
11/1/2010,MMM,45.38326645,70.21739197,71.31270599,69.74916077,70.71070099,5342771
11/2/2010,MMM,45.82639313,70.90300751,71.11203766,70.50167084,70.91136932,4562979
11/3/2010,MMM,46.09660339,71.32106781,71.55518341,69.6488266,71.19564819,4881713
11/4/2010,MMM,47.0369072,72.77591705,73.46990204,71.98996735,72.1488266,7900896
11/5/2010,MMM,46.65862656,72.19063568,73.1521759,71.90635681,73.12709045,4454263
11/8/2010,MMM,46.39922333,71.78929901,72.40802765,71.53009796,71.73912811,6596060
11/9/2010,MMM,46.09660339,71.32106781,72.19063568,71.02842712,72.18227386,5884918
11/10/2010,MMM,46.6099968,72.11538696,72.3160553,71.31270599,71.32106781,4782804
11/11/2010,MMM,46.74507523,72.32441711,72.37458038,71.25418091,71.67224121,6997557
11/12/2010,MMM,46.60457611,72.10702515,72.88461304,71.59699249,71.92308044,4931945
11/15/2010,MMM,46.58295059,72.07357788,72.55852509,72.02341461,72.48327637,3744796
11/16/2010,MMM,45.52375793,70.43478394,71.72240448,70.20903015,71.66387939,6816961
11/17/2010,MMM,45.65156937,70.19230652,70.66889954,69.83277893,70.3010025,3744198
11/18/2010,MMM,46.52164078,71.53009796,71.69732666,70.70233917,70.93645477,4277374
11/19/2010,MMM,46.22797394,71.07859802,71.53009796,70.83612061,71.51337433,3852675
11/22/2010,MMM,46.16816711,70.98662567,71.12039948,70.20903015,70.78594971,3559655
11/23/2010,MMM,45.45579529,69.89130402,70.68561554,69.5150528,70.15885925,4704107
11/24/2010,MMM,46.03764343,70.78594971,70.91136932,70.3010025,70.64381409,4613690
11/26/2010,MMM,45.89626694,70.56856537,71.12876129,70.16722107,70.61872864,1986915
11/29/2010,MMM,45.79838181,70.4180603,70.55184174,69.397995,69.98327637,4293640
11/30/2010,MMM,45.66787338,70.21739197,70.4849472,69.42308044,69.60702515,4142346
12/1/2010,MMM,46.79353714,71.94815826,72.51672363,71.40467834,71.42140198,6163825
12/2/2010,MMM,47.0436821,72.33277893,72.8511734,72.03177643,72.10702515,5092448
12/3/2010,MMM,47.27750397,72.69230652,72.94314575,71.74748993,71.95652008,3481197
12/6/2010,MMM,47.24488831,72.64214325,73.09364319,72.42475128,72.74247742,3785818
12/7/2010,MMM,45.78207779,70.39297485,72.8010025,70.07524872,72.47491455,12390082
12/8/2010,MMM,46.04853821,70.80267334,70.91973114,69.59030151,69.59030151,6153779
12/9/2010,MMM,45.73857117,70.32608795,71.11203766,70,71.05351257,4303328
12/10/2010,MMM,45.85276031,70.50167084,70.58528137,70.02508545,70.52675629,5326027
12/13/2010,MMM,46.38568878,71.32106781,71.67224121,70.59364319,70.68561554,5100103
12/14/2010,MMM,46.67934799,71.77257538,71.83110046,71.08695984,71.26254272,3436586
12/15/2010,MMM,46.66300964,71.74748993,72.74247742,71.44648743,71.77257538,5691166
12/16/2010,MMM,46.98386765,72.24080658,72.39130402,71.19564819,71.81438446,3194038
12/17/2010,MMM,46.967556,72.21572113,72.44983673,71.82273865,72.23244476,4372337
12/20/2010,MMM,47.49501419,73.02675629,73.42809296,71.99832916,72.40802765,4787110
12/21/2010,MMM,47.0545578,72.34949493,73.24414825,72.09866333,73.17726135,3906016
12/22/2010,MMM,47.15787506,72.50836182,72.65885925,71.76421356,72.24916077,2866573
12/23/2010,MMM,47.02190781,72.29933167,72.62541962,72.09866333,72.5668869,2260679
12/27/2010,MMM,47.31557083,72.75083923,72.95150757,71.90635681,72.22408295,1896258
12/28/2010,MMM,47.16875076,72.52508545,73.09364319,72.27424622,72.75083923,2116561
